Voltage.AUX_RLicht,Voltage.AUX_LLicht,Voltage.AUX_SchalterPlexus
1.2499618530273438,1.2499618530273438,2.4999237060546875
1.2499618530273438,1.2499618530273438,2.4999237060546875
1.2499618530273438,1.2499618530273438,2.246246337890625
1.2499618530273438,1.2499618530273438,1.825103759765625
1.2499618530273438,1.2499618530273438,1.4214324951171875
1.2499618530273438,1.2499618530273438,1.1458587646484375
1.2499618530273438,1.2499618530273438,0.91796875
1.2499618530273438,1.2499618530273438,0.6939697265625
1.2499618530273438,1.2499618530273438,0.637664794921875
1.2499618530273438,1.2499618530273438,0.4810333251953125
1.2499618530273438,1.2499618530273438,0.5495452880859375
1.2499618530273438,1.2499618530273438,0.379791259765625
1.2499618530273438,1.2499618530273438,0.3601837158203125
1.2499618530273438,1.2499618530273438,0.2956390380859375
1.2499618530273438,1.2499618530273438,0.301055908203125
1.2499618530273438,1.2499618530273438,0.388336181640625
1.2499618530273438,1.2499618530273438,0.26031494140625
1.2499618530273438,1.2499618530273438,0.2738189697265625
1.2499618530273438,1.2499618530273438,0.3368377685546875
1.2499618530273438,1.2499618530273438,0.289154052734375
1.2499618530273438,1.2499618530273438,0.2426910400390625
1.2499618530273438,1.2499618530273438,0.3314208984375
1.2499618530273438,1.22894287109375,0.3078460693359375
1.2499618530273438,1.2499618530273438,0.3045654296875
1.2499618530273438,1.2499618530273438,0.37628173828125
1.2499618530273438,1.2499618530273438,0.3331756591796875
1.2499618530273438,1.2499618530273438,0.2802276611328125
1.2499618530273438,1.2499618530273438,0.1837158203125
1.2499618530273438,1.2499618530273438,0.1966094970703125
1.2499618530273438,1.2499618530273438,-0.0591278076171875
1.2499618530273438,1.2499618530273438,-0.0530242919921875
1.2499618530273438,1.2499618530273438,-0.0583648681640625
1.2499618530273438,1.2499618530273438,-0.1270294189453125
1.2499618530273438,1.2499618530273438,-0.18402099609375
1.2499618530273438,1.2499618530273438,-0.2214813232421875
1.2499618530273438,1.2499618530273438,-0.1877593994140625
1.24908447265625,1.2499618530273438,-0.2321624755859375
1.2499618530273438,1.2499618530273438,-0.16632080078125
1.2499618530273438,1.2499618530273438,-0.1798248291015625
1.2499618530273438,1.2499618530273438,-0.1580810546875
1.2499618530273438,1.2499618530273438,-0.0666046142578125
1.2499618530273438,1.2499618530273438,0.0569915771484375
1.2499618530273438,1.2499618530273438,0.0899505615234375
1.2499618530273438,1.2499618530273438,0.0043487548828125
1.2499618530273438,1.2499618530273438,0.1407623291015625
1.2499618530273438,1.2499618530273438,0.2550506591796875
1.2499618530273438,1.2499618530273438,0.2410125732421875
1.2499618530273438,1.2499618530273438,0.174713134765625
1.2499618530273438,1.2499618530273438,0.317230224609375
1.2499618530273438,1.2499618530273438,0.301666259765625
1.2499618530273438,1.2499618530273438,0.1490020751953125
1.2499618530273438,1.2499618530273438,0.2919769287109375
1.2499618530273438,1.2499618530273438,0.4135894775390625
1.2499618530273438,1.2499618530273438,0.28228759765625
1.2499618530273438,1.2499618530273438,0.3440093994140625
1.2499618530273438,1.2499618530273438,0.3014373779296875
1.2499618530273438,1.2499618530273438,0.232086181640625
1.2499618530273438,1.2499618530273438,0.239105224609375
1.2499618530273438,1.2499618530273438,0.1929473876953125
1.2499618530273438,1.2499618530273438,-0.07537841796875
1.2499618530273438,1.2499618530273438,-0.1792144775390625
1.2499618530273438,1.2499618530273438,-0.185394287109375
1.2499618530273438,1.2499618530273438,-0.1535797119140625
1.2499618530273438,1.2499618530273438,-0.307159423828125
1.2499618530273438,1.2499618530273438,-0.3549957275390625
1.2499618530273438,1.2499618530273438,-0.2803802490234375
1.2334442138671875,1.2499618530273438,-0.30731201171875
1.2499618530273438,1.2499618530273438,-0.3052520751953125
1.2499618530273438,1.2499618530273438,-0.1800537109375
1.2499618530273438,1.2499618530273438,-0.2109527587890625
1.2499618530273438,1.2499618530273438,-0.153350830078125
1.2499618530273438,1.2499618530273438,-0.128631591796875
1.2499618530273438,1.2499618530273438,0.0315093994140625
1.2499618530273438,1.2499618530273438,-0.020751953125
1.2499618530273438,1.2499618530273438,0.0582122802734375
1.2499618530273438,1.2499618530273438,0.2681732177734375
1.2499618530273438,1.2499618530273438,0.1596832275390625
1.2499618530273438,1.2499618530273438,0.239715576171875
1.2499618530273438,1.2499618530273438,0.2789306640625
1.2499618530273438,1.2499618530273438,0.30059814453125
1.2499618530273438,1.2499618530273438,0.1772308349609375
1.2499618530273438,1.2450790405273438,0.2663421630859375
1.2499618530273438,1.2499618530273438,0.27740478515625
1.2499618530273438,1.2499618530273438,0.314483642578125
1.2499618530273438,1.2499618530273438,0.4276275634765625
1.2499618530273438,1.2499618530273438,0.3235626220703125
1.2499618530273438,1.2499618530273438,0.2390289306640625
1.2499618530273438,1.2499618530273438,0.2294158935546875
1.2499618530273438,1.2499618530273438,0.135498046875
1.2499618530273438,1.2499618530273438,-0.067596435546875
1.2499618530273438,1.2499618530273438,-0.13824462890625
1.2499618530273438,1.2499618530273438,-0.1735687255859375
1.2499618530273438,1.2499618530273438,-0.171051025390625
1.2499618530273438,1.2499618530273438,-0.411834716796875
1.2499618530273438,1.2499618530273438,-0.44097900390625
1.2499618530273438,1.2499618530273438,-0.3421783447265625
1.1983489990234375,1.2499618530273438,-0.39093017578125
1.2499618530273438,1.2499618530273438,-0.3322601318359375
1.2499618530273438,1.2499618530273438,-0.3289794921875
1.2499618530273438,1.2499618530273438,-0.135498046875
