Voltage.AUX_RLicht,Voltage.AUX_LLicht,Voltage.AUX_SchalterPlexus
1.0356903076171875,1.1174392700195312,-0.441741943359375
1.2499618530273438,1.2499618530273438,-0.2159881591796875
1.2499618530273438,1.2499618530273438,-0.248565673828125
1.2499618530273438,1.2499618530273438,-0.2159881591796875
1.2499618530273438,1.2499618530273438,-0.1374053955078125
1.2499618530273438,1.2499618530273438,-0.0505828857421875
1.2499618530273438,1.2499618530273438,-0.05157470703125
1.2499618530273438,1.2499618530273438,0.0461578369140625
1.2499618530273438,1.2499618530273438,0.234527587890625
1.2499618530273438,1.2499618530273438,0.192718505859375
1.2499618530273438,1.2499618530273438,0.149993896484375
1.2499618530273438,1.2499618530273438,0.2489471435546875
1.2499618530273438,1.2499618530273438,0.22735595703125
1.2499618530273438,1.2499618530273438,0.2136993408203125
1.2499618530273438,1.2499618530273438,0.281524658203125
1.0292816162109375,1.0098648071289062,0.3488922119140625
1.2499618530273438,1.2499618530273438,0.29937744140625
1.2499618530273438,1.2499618530273438,0.3504180908203125
1.2499618530273438,1.2499618530273438,0.3940582275390625
1.2499618530273438,1.2499618530273438,0.2436065673828125
1.2499618530273438,1.2499618530273438,0.162506103515625
1.2499618530273438,1.2499618530273438,0.1511383056640625
1.2499618530273438,1.2499618530273438,0.003814697265625
1.2499618530273438,1.2499618530273438,-0.14495849609375
1.2499618530273438,1.2499618530273438,-0.1100921630859375
1.2499618530273438,1.2499618530273438,-0.2742767333984375
1.2499618530273438,1.2499618530273438,-0.4388427734375
1.2499618530273438,1.2499618530273438,-0.4134368896484375
1.2499618530273438,1.2499618530273438,-0.4061126708984375
1.2499618530273438,1.2499618530273438,-0.4364013671875
1.090850830078125,1.1240005493164062,-0.4148101806640625
1.2499618530273438,1.2499618530273438,-0.2730560302734375
1.2499618530273438,1.2499618530273438,-0.25665283203125
1.2499618530273438,1.2499618530273438,-0.243988037109375
1.2499618530273438,1.2499618530273438,-0.1415252685546875
1.2499618530273438,1.2499618530273438,0.02777099609375
1.2499618530273438,1.2499618530273438,-0.0745391845703125
1.2499618530273438,1.2499618530273438,0.05096435546875
1.2499618530273438,1.2499618530273438,0.2155303955078125
1.2499618530273438,1.2499618530273438,0.20843505859375
1.2499618530273438,1.2499618530273438,0.14190673828125
